Year,Month,Ocean,Temperature,Salinity,Depth_m
2018,Jan,Atlantic,0.11,30.09,50
2019,Jun,Pacific,21.56,35.58,50
2019,Apr,Atlantic,25.53,34.9,0
2021,Mar,Atlantic,26.39,36.68,50
2018,Nov,Pacific,27.01,31.6,10
2022,Jan,Atlantic,12.11,31.52,200
2023,Jun,Indian,16.79,33.74,50
2023,Jul,Atlantic,20.33,33.39,0
2022,Nov,Atlantic,27.44,34.6,10
2019,Jan,Pacific,23.89,34.8,50
2018,Nov,Pacific,14.67,30.39,50
2019,Jan,Atlantic,15.29,34.16,50
2020,Jul,Indian,10.09,34.79,100
2019,Nov,Indian,0.35,32.84,100
2019,Dec,Atlantic,4.33,36.25,10
2022,Jun,Atlantic,9.95,33.21,100
2022,Jul,Atlantic,18.18,35.42,200
2022,Aug,Atlantic,21.42,30.68,0
2023,Aug,Pacific,26.73,36.6,0
2020,Sep,Atlantic,16.64,33.39,0
2022,Sep,Atlantic,11.82,31.32,10
2018,Jul,Indian,20.74,30.75,100
2023,Sep,Atlantic,11.76,33.48,200
2021,Jun,Atlantic,3.25,31.34,50
2018,Sep,Atlantic,0.12,31.66,0
2018,Nov,Atlantic,21.25,30.35,0
2022,Feb,Atlantic,26.97,36.47,200
2021,Nov,Indian,20.34,32.77,0
2021,Feb,Pacific,0.83,35.63,0
2023,Jun,Pacific,6.58,35.59,10
2021,Mar,Indian,28.39,35.28,200
2020,Feb,Atlantic,21.29,35.67,100
2022,Aug,Indian,22.12,30.16,100
2021,Jul,Atlantic,24.19,34.99,200
2023,Aug,Pacific,27.38,35.56,0
2020,Jun,Pacific,13.18,32.69,200
2019,Sep,Pacific,12.9,33.61,0
2019,Sep,Atlantic,0.69,35.73,10
2020,Feb,Atlantic,28.11,36.47,100
2023,Oct,Indian,3.92,32.94,10
2020,May,Atlantic,13.52,32.32,200
2022,Sep,Atlantic,18.0,31.35,100
2022,Mar,Pacific,29.81,31.59,200
2019,May,Atlantic,11.98,32.22,100
2021,Aug,Indian,20.06,30.19,200
2023,Feb,Indian,28.58,35.81,100
2019,Jun,Pacific,17.14,36.07,100
2021,Nov,Atlantic,16.03,30.74,50
2021,Apr,Pacific,17.19,35.77,50
2022,Dec,Pacific,24.54,34.33,100
2018,Dec,Indian,1.28,32.04,50
2018,Jun,Pacific,22.8,31.23,50
2020,Mar,Pacific,5.17,35.96,100
2022,Jun,Indian,23.02,35.98,10
2021,Jul,Pacific,24.0,33.53,0
2023,Oct,Pacific,18.78,36.66,0
2018,Mar,Atlantic,13.17,34.07,100
2021,May,Atlantic,21.97,33.31,50
2018,Dec,Atlantic,0.57,31.3,10
2018,Aug,Atlantic,19.46,31.11,10
2018,Feb,Indian,6.97,31.57,200
2023,Jul,Indian,19.81,36.36,100
2022,Jan,Atlantic,4.13,31.64,10
2023,Jul,Pacific,5.39,36.35,0
2019,Jan,Pacific,13.55,35.3,200
2021,Apr,Pacific,15.9,33.61,100
2022,Apr,Atlantic,12.49,32.71,50
2022,Dec,Pacific,18.33,31.43,10
2022,May,Indian,1.6,34.51,200
2022,Feb,Atlantic,5.8,36.81,0
2023,Dec,Atlantic,0.11,36.21,10
2022,Nov,Pacific,16.98,32.04,0
2020,Dec,Atlantic,20.72,36.89,0
2021,Jun,Pacific,14.51,35.59,200
2022,Jun,Atlantic,13.84,34.73,0
2021,Aug,Pacific,12.77,30.73,10
2020,Oct,Pacific,10.08,35.52,50
2020,Dec,Pacific,17.65,30.75,200
2021,Jan,Pacific,0.18,33.49,200
2018,Apr,Pacific,17.86,35.46,200
2019,Dec,Indian,14.7,30.88,200
2018,Feb,Indian,18.77,36.28,100
2018,Nov,Pacific,25.63,36.41,100
2023,Aug,Indian,24.86,34.39,10
2018,Dec,Pacific,24.21,35.06,0
2022,Apr,Pacific,12.34,32.97,100
2023,Aug,Indian,11.7,32.5,200
2023,Feb,Indian,6.21,35.45,100
2020,Apr,Pacific,0.95,31.12,200
2018,Dec,Indian,15.15,33.96,200
2020,Sep,Atlantic,29.24,33.51,0
2021,May,Indian,22.57,35.22,100
2019,Jun,Pacific,16.42,35.94,10
2023,Oct,Atlantic,8.94,34.51,10
2021,Dec,Indian,3.66,36.53,10
2021,Sep,Indian,7.91,33.04,0
2022,Sep,Indian,16.03,35.9,0
2019,Jul,Indian,18.72,31.32,50
2021,Nov,Indian,10.98,30.03,0
2021,Feb,Pacific,3.15,34.41,0
2019,Jul,Indian,7.89,31.25,50
2019,Sep,Atlantic,7.71,36.84,0
2021,Feb,Indian,16.05,30.45,100
2019,Jul,Indian,3.1,33.91,200
2021,Dec,Pacific,8.65,36.09,100
2021,Jul,Pacific,10.31,34.14,10
2022,Mar,Atlantic,15.82,33.42,100
2018,Jun,Pacific,8.96,33.51,10
2021,Aug,Atlantic,4.5,31.09,10
2020,Oct,Indian,0.76,33.04,0
2023,Aug,Pacific,5.19,36.55,100
2018,Mar,Indian,24.74,30.25,200
2018,Jun,Indian,10.51,34.56,0
2018,Feb,Pacific,16.17,34.54,10
2022,Feb,Pacific,14.7,36.48,200
2021,Aug,Pacific,8.29,30.8,50
2022,Nov,Indian,25.3,34.89,10
2021,Oct,Pacific,28.16,35.89,200
2022,May,Atlantic,6.37,30.77,200
2022,May,Atlantic,24.22,31.92,100
2023,Nov,Pacific,22.67,33.96,50
2020,Apr,Atlantic,25.15,30.05,100
2022,Nov,Pacific,12.27,30.71,0
2023,Oct,Indian,20.59,30.34,0
2019,Apr,Atlantic,5.7,30.02,10
2020,Aug,Atlantic,29.04,34.05,0
2022,Mar,Atlantic,21.68,33.63,200
2018,Nov,Atlantic,2.3,33.32,0
2019,Mar,Atlantic,26.34,36.8,100
2019,Aug,Indian,28.77,33.86,200
2023,Mar,Atlantic,10.01,36.66,100
2019,Dec,Pacific,16.17,34.2,10
2020,Feb,Atlantic,29.76,34.46,50
2022,Nov,Pacific,13.53,30.78,10
2022,May,Pacific,19.97,32.95,100
2018,Nov,Indian,13.57,35.9,0
2023,Mar,Atlantic,2.27,35.93,0
2018,Jun,Indian,15.29,35.83,200
2019,Nov,Atlantic,24.8,34.38,0
2018,Jul,Atlantic,1.25,33.22,100
2020,Mar,Indian,13.23,34.94,100
2022,Sep,Indian,24.67,32.49,10
2019,Oct,Pacific,10.6,32.16,100
2018,Jan,Pacific,29.32,35.48,10
2023,Jul,Pacific,11.5,32.24,100
2020,Apr,Indian,23.49,31.16,200
2020,Jul,Atlantic,7.37,36.83,100
2018,Sep,Pacific,9.97,33.62,10
2022,Sep,Indian,21.63,31.98,0
2018,Jan,Pacific,1.71,33.14,0
2019,Oct,Atlantic,2.81,31.12,0
2018,Dec,Indian,8.0,32.02,50
2020,Apr,Indian,7.52,33.1,200
2018,Jul,Atlantic,1.98,31.33,50
2022,Oct,Indian,29.16,34.85,100
2023,Jun,Indian,8.81,30.98,50
2021,Sep,Indian,21.68,36.07,0
2018,Jul,Pacific,11.79,34.92,0
2022,Mar,Atlantic,29.73,33.7,10
2022,Jul,Pacific,4.21,35.78,200
2023,Oct,Atlantic,11.23,30.38,0
2020,May,Indian,12.95,34.82,200
2022,Feb,Atlantic,21.52,31.3,50
2022,Oct,Indian,14.88,32.0,200
2022,Mar,Indian,22.51,32.79,50
2022,Jun,Atlantic,25.24,33.7,50
2019,Jun,Indian,8.68,35.3,200
2019,Jul,Pacific,24.12,31.51,200
2020,Jun,Atlantic,14.75,34.04,0
2018,Sep,Atlantic,2.3,31.87,50
2022,May,Atlantic,8.91,31.07,50
2023,May,Indian,24.09,36.4,100
2018,Aug,Pacific,11.67,33.29,0
2023,Aug,Atlantic,2.8,31.34,10
2018,Jan,Indian,19.15,35.77,0
2020,Mar,Pacific,25.51,32.23,0
2022,Jun,Indian,3.99,30.91,0
2022,Jun,Indian,16.29,30.43,50
2021,Jan,Pacific,6.23,32.34,100
2023,Feb,Indian,10.13,35.94,0
2018,Oct,Pacific,12.42,33.02,200
2018,Jul,Atlantic,0.16,31.22,0
2019,Jan,Atlantic,10.67,32.08,10
2021,Oct,Pacific,9.28,30.84,100
2019,May,Indian,20.05,34.75,50
2019,Jan,Atlantic,26.4,31.24,200
2019,Jun,Pacific,3.16,33.1,50
2023,Jul,Pacific,14.48,30.25,100
2023,Aug,Indian,8.3,34.59,10
2020,Dec,Indian,29.63,32.1,0
2020,Mar,Atlantic,23.41,31.26,200
2019,Mar,Atlantic,3.54,34.91,0
2021,Nov,Atlantic,11.06,33.26,10
2018,Jan,Indian,3.34,34.85,100
2023,Dec,Atlantic,23.61,33.15,100
2021,Mar,Pacific,14.61,31.14,200
2022,May,Pacific,19.42,34.12,10
2023,Jun,Atlantic,17.25,36.21,100
2023,Mar,Indian,5.48,35.54,0
2020,Apr,Atlantic,0.39,32.86,50
2018,May,Pacific,26.11,35.9,10
2018,May,Atlantic,2.77,30.24,100
2022,Sep,Pacific,23.74,35.37,0
2022,Aug,Indian,5.74,34.89,0
2023,Jan,Pacific,25.58,35.06,50
2019,Feb,Atlantic,17.81,30.97,200
2020,Dec,Indian,11.98,30.06,0
2020,May,Indian,19.75,32.2,10
2023,Dec,Indian,8.21,32.16,100
2021,Mar,Atlantic,12.56,34.14,10
2019,Jul,Pacific,24.71,32.3,200
2023,Nov,Atlantic,0.27,31.23,10
2019,Jun,Pacific,7.02,36.68,0
2019,Feb,Indian,22.24,34.59,50
2019,Aug,Pacific,21.58,32.28,100
2023,May,Indian,4.91,34.07,100
2020,Jun,Indian,29.49,33.86,100
2020,Aug,Indian,20.29,35.62,0
2019,Jun,Indian,11.14,35.23,100
2021,Oct,Atlantic,10.53,31.48,50
2018,Mar,Pacific,15.68,33.45,100
2023,Jul,Atlantic,1.08,32.51,100
2018,Apr,Indian,21.44,31.39,0
2021,Jun,Pacific,2.05,35.77,100
2023,Jun,Pacific,19.59,30.3,50
2019,Nov,Pacific,24.05,31.61,100
2020,May,Atlantic,27.16,35.91,100
2018,Jan,Pacific,4.43,34.95,200
2022,Aug,Pacific,22.36,33.04,200
2022,Oct,Pacific,29.5,31.66,100
2021,Feb,Pacific,2.03,32.37,0
2019,Apr,Indian,0.85,35.05,50
2018,Dec,Pacific,6.37,35.0,100
2019,Mar,Indian,6.15,32.27,0
2018,Jun,Pacific,9.58,35.63,50
2021,Nov,Pacific,27.71,35.21,0
2021,Jan,Atlantic,20.49,32.85,100
2022,Sep,Atlantic,0.32,35.26,10
2019,May,Atlantic,14.86,30.63,0
2023,May,Pacific,26.27,32.79,0
2022,Apr,Indian,16.03,35.08,100
2019,Apr,Atlantic,5.83,32.27,50
2022,Jan,Atlantic,28.62,30.67,200
2023,Sep,Pacific,9.22,31.14,200
2020,Sep,Atlantic,10.5,34.18,50
2020,Apr,Pacific,10.69,36.95,200
2020,Oct,Indian,11.84,36.53,200
2020,Oct,Pacific,21.26,32.67,0
2018,Apr,Indian,9.44,31.33,10
2020,Dec,Indian,13.95,35.1,10
2023,Jul,Pacific,7.9,36.0,100
2021,Apr,Pacific,15.24,36.17,50
2021,Jan,Indian,28.42,31.81,10
2018,Nov,Atlantic,8.69,33.64,100
2020,Sep,Pacific,24.49,31.04,100
2020,Feb,Pacific,6.57,30.02,100
2020,May,Pacific,4.34,30.9,200
2022,Apr,Indian,2.73,35.76,200
2019,Aug,Atlantic,29.4,33.47,0
2022,Jun,Pacific,17.11,31.8,10
2019,Jul,Pacific,15.43,36.95,0
2020,Feb,Atlantic,0.22,32.28,50
2020,Apr,Indian,14.53,33.73,200
2022,Apr,Pacific,19.88,34.16,200
2022,Dec,Pacific,12.3,31.33,200
2019,Feb,Indian,3.87,31.34,200
2021,Oct,Pacific,8.03,36.69,0
2019,Apr,Indian,21.42,33.46,200
2022,Sep,Atlantic,14.26,32.14,200
2023,Aug,Atlantic,14.38,31.06,100
2022,Nov,Indian,1.15,30.28,0
2023,Jan,Indian,15.88,36.59,0
2018,Aug,Indian,12.74,31.63,50
2022,Nov,Atlantic,26.39,33.22,0
2018,Sep,Atlantic,11.43,30.26,100
2021,Aug,Pacific,18.28,35.57,10
2019,Oct,Indian,28.08,31.98,0
2023,Jan,Indian,16.99,36.7,200
2019,Aug,Pacific,0.89,35.72,200
2018,Dec,Pacific,3.05,35.94,0
2023,May,Atlantic,29.01,31.44,50
2019,Sep,Pacific,16.56,31.34,0
2022,Sep,Pacific,5.68,34.27,0
2020,Jun,Indian,17.03,30.85,10
2018,Mar,Pacific,28.72,36.72,10
2019,Dec,Indian,1.34,30.67,0
2018,Jul,Indian,15.81,34.91,200
2018,Mar,Indian,4.08,31.15,10
2023,Jul,Pacific,13.4,34.35,10
2023,Aug,Pacific,19.64,36.07,200
2020,May,Indian,13.77,31.44,0
2022,May,Atlantic,28.88,30.9,50
2018,Apr,Atlantic,17.54,34.42,100
2019,Mar,Indian,28.91,30.68,200
2021,Dec,Atlantic,9.43,36.08,100
2018,Aug,Pacific,0.63,36.2,200
2018,Nov,Indian,4.64,35.37,200
2020,Jun,Pacific,2.15,32.7,100
2022,Jun,Atlantic,22.17,32.83,100
2021,Feb,Atlantic,5.7,31.49,100
2023,Apr,Pacific,22.71,34.52,100
2023,May,Atlantic,16.13,30.53,200
2019,Nov,Atlantic,6.5,35.29,100
2021,Oct,Pacific,18.4,31.38,10
2023,May,Pacific,0.34,36.38,0
2019,Mar,Pacific,10.04,35.18,100
2022,Oct,Pacific,23.54,32.94,200
2019,May,Atlantic,22.48,32.09,0
2023,May,Pacific,23.72,31.73,10
2020,Feb,Indian,17.63,34.83,10
2020,May,Atlantic,17.2,36.26,0
2020,Mar,Atlantic,12.22,36.61,100
2023,Mar,Pacific,28.46,36.77,100
2020,May,Atlantic,28.48,36.58,200
2021,Sep,Pacific,0.26,34.99,50
2022,Feb,Atlantic,28.87,31.36,100
2019,Sep,Pacific,26.12,32.34,50
2019,Mar,Atlantic,18.18,32.69,100
2023,Dec,Indian,9.74,34.61,10
2020,Jul,Pacific,12.62,33.11,0
2020,Dec,Pacific,25.45,32.43,0
2018,Jan,Indian,4.43,32.5,10
2022,Jan,Pacific,18.62,33.9,100
2021,Aug,Atlantic,6.93,35.24,10
2019,Sep,Atlantic,11.35,31.88,0
2018,Mar,Atlantic,0.15,33.83,0
2018,Jun,Indian,29.08,31.19,50
2023,Mar,Indian,3.26,36.99,100
2019,Jun,Atlantic,22.9,33.71,50
2023,Jul,Indian,16.85,31.58,100
2021,May,Pacific,24.84,34.44,0
2018,Mar,Indian,15.47,31.92,100
2018,Aug,Pacific,29.53,34.7,10
2022,May,Atlantic,18.21,31.61,50
2021,Jan,Atlantic,18.49,30.92,0
2018,Dec,Atlantic,27.62,31.76,100
2021,Sep,Indian,7.74,33.97,100
2019,Mar,Atlantic,10.89,33.19,100
2020,Feb,Indian,19.95,35.26,200
2018,Mar,Atlantic,4.23,31.78,100
2022,Jul,Pacific,24.29,34.61,100
2019,Dec,Indian,17.76,32.62,50
2021,Nov,Pacific,22.65,33.29,10
2023,Dec,Pacific,29.71,36.42,0
2019,Oct,Pacific,29.31,35.56,0
2018,Aug,Atlantic,13.43,31.75,100
2021,Feb,Pacific,8.43,34.93,200
2020,Jul,Pacific,19.03,30.85,100
2019,Nov,Pacific,21.34,36.98,200
2018,May,Indian,8.84,36.23,0
2022,Sep,Indian,8.44,35.93,100
2023,Jul,Indian,6.45,34.48,10
2021,Jan,Indian,27.28,31.39,100
2019,Jan,Indian,3.05,33.48,200
2019,Jun,Indian,7.39,33.2,10
2020,Sep,Indian,18.73,32.9,0
2020,Jan,Atlantic,14.03,34.57,0
2022,Mar,Indian,3.62,35.17,100
2023,May,Pacific,8.69,31.9,0
2022,Apr,Atlantic,12.24,34.63,50
2018,Jan,Indian,28.76,32.55,0
2018,Oct,Indian,11.87,30.12,0
2022,Apr,Pacific,3.47,31.1,10
2023,Apr,Pacific,29.17,34.54,200
2022,Nov,Pacific,13.02,35.69,10
2023,Dec,Atlantic,4.19,30.43,50
2023,Oct,Atlantic,18.33,31.1,200
2021,Apr,Atlantic,24.26,33.22,0
2023,Mar,Atlantic,21.32,30.75,100
2020,Jul,Pacific,9.35,34.55,100
2023,Jan,Pacific,7.17,30.24,10
2023,Feb,Pacific,26.49,30.75,100
2023,Jan,Pacific,5.82,35.11,50
2018,Apr,Pacific,22.7,35.79,100
2020,May,Indian,0.69,31.8,50
2020,Nov,Pacific,12.59,33.21,100
2022,Oct,Pacific,29.55,34.05,200
2021,May,Indian,19.02,30.16,0
2023,Feb,Atlantic,9.32,34.96,50
2019,Nov,Pacific,20.99,30.42,200
2021,Mar,Indian,10.6,31.27,10
2021,Apr,Indian,28.17,35.13,10
2020,Oct,Indian,7.05,35.82,10
2021,Jun,Indian,9.6,34.98,50
2023,Jun,Atlantic,20.66,36.41,10
2023,Dec,Atlantic,23.86,36.91,200
2018,Feb,Atlantic,17.29,35.68,100
2023,Feb,Pacific,8.68,34.32,10
2023,Sep,Indian,17.19,30.38,10
2020,Dec,Pacific,6.57,36.3,50
2023,Feb,Indian,1.72,32.01,0
2018,Feb,Indian,27.59,32.74,0
2019,Mar,Atlantic,14.43,33.65,0
2020,Sep,Atlantic,14.41,36.19,0
2019,Jun,Pacific,22.34,35.62,200
2020,Nov,Indian,16.8,33.52,10
2022,Dec,Indian,13.63,36.15,0
2021,Jun,Pacific,23.84,35.96,100
2022,Dec,Atlantic,14.25,32.41,200
2023,Oct,Indian,27.38,31.97,50
2019,May,Indian,9.19,32.75,10
2023,Jul,Indian,1.01,35.37,200
2021,Nov,Atlantic,4.48,34.39,200
2020,Apr,Atlantic,24.58,30.84,50
2021,Oct,Pacific,27.79,32.23,200
2018,Oct,Atlantic,2.25,36.14,10
2021,Mar,Atlantic,27.26,36.53,0
2018,Jul,Pacific,28.31,30.95,200
2021,Oct,Pacific,22.63,36.82,10
2018,Jan,Indian,22.83,34.39,50
2019,Jun,Atlantic,0.05,35.6,10
2023,Nov,Pacific,6.68,35.79,100
2023,Nov,Pacific,6.44,31.02,200
2022,Nov,Indian,17.44,34.34,0
2023,Feb,Atlantic,19.71,30.97,100
2020,Feb,Indian,27.05,33.06,10
2021,Nov,Atlantic,14.64,32.49,200
2022,Aug,Pacific,15.03,35.93,100
2020,Mar,Indian,1.63,31.04,0
2020,Sep,Atlantic,29.92,35.96,200
2018,Apr,Pacific,28.37,32.49,0
2023,Jun,Indian,2.16,30.43,0
2019,Jan,Indian,16.73,34.65,10
2019,Nov,Pacific,10.43,36.97,100
2022,Oct,Atlantic,12.85,36.22,0
2019,Oct,Atlantic,19.55,36.47,0
2021,Mar,Indian,12.59,32.53,0
2019,Apr,Pacific,14.87,31.43,10
2022,May,Atlantic,8.19,36.06,50
2019,Jan,Atlantic,2.47,30.22,10
2021,Apr,Atlantic,22.65,36.64,0
2018,May,Indian,11.35,32.61,10
2022,Apr,Indian,26.6,34.9,0
2018,Oct,Indian,28.35,32.69,10
2018,Oct,Atlantic,2.65,34.36,200
2018,Jul,Pacific,20.53,32.34,100
2020,Aug,Pacific,24.6,32.22,200
2023,Dec,Pacific,19.41,32.51,100
2020,Aug,Indian,9.86,35.52,50
2023,Mar,Atlantic,8.54,31.44,100
2018,May,Atlantic,13.87,33.06,0
2022,Oct,Pacific,7.77,32.13,10
2023,Aug,Atlantic,26.87,30.58,0
2021,Jul,Pacific,1.47,35.09,100
2021,Sep,Indian,3.38,36.18,100
2019,Oct,Pacific,18.2,31.72,100
2023,Jul,Indian,19.75,32.62,200
2022,Feb,Atlantic,22.08,36.19,10
2020,Apr,Atlantic,8.27,36.2,100
2018,Dec,Indian,8.83,35.01,50
2019,Dec,Atlantic,12.41,33.29,200
2021,Aug,Indian,7.03,31.08,100
2020,Sep,Pacific,11.32,34.17,10
2020,Jul,Indian,20.91,32.69,200
2018,May,Pacific,14.96,32.24,50
2023,Jan,Atlantic,29.0,35.8,200
2021,Sep,Pacific,17.39,32.91,50
2022,Dec,Pacific,9.86,33.56,50
2020,Jun,Atlantic,5.45,32.91,100
2018,Feb,Atlantic,6.6,34.93,0
2022,Nov,Pacific,0.48,31.51,100
2023,Oct,Indian,13.26,34.61,10
2021,Oct,Pacific,28.8,33.62,0
2023,Feb,Atlantic,23.32,35.34,10
2020,Oct,Indian,9.02,33.65,100
2022,Jan,Pacific,23.96,32.56,200
2022,Dec,Atlantic,27.95,30.8,200
2022,Apr,Indian,20.18,33.61,0
2020,Oct,Atlantic,15.35,32.18,100
2020,Nov,Indian,4.08,36.29,100
2023,Feb,Pacific,2.39,31.74,0
2019,Oct,Indian,6.57,35.59,100
2023,Nov,Indian,19.9,33.25,100
2021,Sep,Pacific,4.64,30.09,0
2018,Feb,Indian,15.99,31.87,100
2022,Nov,Pacific,13.1,36.42,200
2019,Sep,Atlantic,18.86,32.16,200
2018,Jan,Atlantic,1.56,34.11,50
2019,Jul,Atlantic,29.41,34.06,0
2023,Jun,Pacific,20.7,34.62,10
2020,Jun,Pacific,21.65,36.65,10
2022,Feb,Pacific,0.49,35.18,100
2023,Jan,Pacific,2.38,33.93,100
2018,Oct,Atlantic,20.63,36.39,100
2018,Aug,Pacific,3.29,35.42,10
2018,Aug,Atlantic,26.86,31.78,0
2018,Feb,Indian,18.64,31.65,0
2018,Apr,Indian,2.13,35.95,200
2019,Apr,Atlantic,18.41,30.86,100
2023,Feb,Indian,24.08,31.28,200
2022,Nov,Atlantic,24.03,34.91,200
2020,Sep,Pacific,12.03,31.28,10
2020,Dec,Atlantic,13.8,36.0,10
2023,Apr,Pacific,22.08,31.39,0
2023,Apr,Indian,26.22,31.91,50
2020,Apr,Atlantic,23.81,33.67,50
2020,May,Pacific,17.88,34.24,200
2019,Oct,Atlantic,21.75,33.9,0
2021,Dec,Atlantic,19.57,33.28,10
2022,Dec,Atlantic,17.31,30.51,0
2018,Aug,Indian,27.59,34.12,0
2021,Apr,Pacific,19.44,35.3,100
2023,Mar,Indian,11.46,33.27,200
2020,Nov,Pacific,29.23,32.01,100
2021,Jan,Atlantic,28.49,30.95,50
2022,Feb,Indian,23.42,32.29,0
2023,Apr,Pacific,0.98,36.45,50
2018,Sep,Pacific,21.86,32.58,10
2018,Jan,Indian,0.9,35.15,10
2022,Jun,Pacific,2.21,32.07,10
2022,Jun,Pacific,10.58,30.85,50
2020,Oct,Atlantic,9.49,36.14,10
2018,Mar,Pacific,16.91,31.46,50
2023,Oct,Pacific,7.32,30.56,200
2021,Sep,Indian,5.98,32.69,50
2023,Oct,Pacific,20.0,35.96,10
2019,Mar,Atlantic,13.3,30.67,10
2019,Jan,Indian,1.59,31.13,200
2022,Feb,Indian,13.27,35.02,50
2020,Apr,Pacific,22.76,32.43,0
2019,Apr,Indian,2.0,33.97,0
2018,Feb,Indian,27.47,32.6,10
2023,Oct,Indian,14.29,36.82,50
2023,Jun,Atlantic,15.36,36.03,200
2022,Jun,Atlantic,8.98,35.41,10
2021,Mar,Pacific,19.41,34.68,50
2022,Jan,Atlantic,0.64,33.52,0
2021,Oct,Pacific,22.16,32.84,200
2022,Sep,Indian,2.97,30.04,0
2022,Apr,Atlantic,13.34,34.78,10
2022,Sep,Atlantic,4.41,33.95,10
2021,May,Atlantic,5.08,30.69,0
2021,Jul,Atlantic,13.93,34.86,10
2022,Mar,Indian,1.96,33.7,50
2019,Mar,Indian,4.5,32.36,0
2020,Aug,Atlantic,16.31,31.6,100
2020,Jan,Indian,20.88,34.47,200
2020,Aug,Indian,10.78,31.36,50
2021,Aug,Indian,25.98,33.56,50
2021,Mar,Pacific,4.83,35.15,200
2019,Jan,Atlantic,16.82,35.54,100
2020,Sep,Pacific,2.68,32.95,0
2020,Apr,Pacific,5.02,32.81,0
2022,Jul,Indian,27.26,33.71,200
2021,Sep,Pacific,29.78,32.34,50
2020,Mar,Indian,29.92,36.06,50
2023,May,Indian,24.01,34.62,100
2019,Oct,Pacific,5.99,32.56,100
2023,Nov,Atlantic,8.58,31.22,10
2023,Mar,Atlantic,2.67,36.84,50
2019,May,Indian,1.62,36.73,0
2023,Nov,Pacific,21.98,31.63,200
2020,Feb,Atlantic,16.21,31.93,0
2021,Apr,Pacific,19.82,32.01,50
2019,Dec,Pacific,17.4,32.41,200
2022,Feb,Pacific,0.35,32.21,200
2023,Mar,Indian,9.59,30.08,200
2019,May,Indian,20.74,35.42,50
2018,Sep,Indian,25.84,34.01,100
2018,Mar,Atlantic,4.63,30.56,100
2021,Oct,Pacific,3.54,36.81,0
2020,Jun,Indian,28.77,32.34,200
2021,Apr,Pacific,29.02,36.01,10
2021,Apr,Pacific,22.5,36.58,200
2021,Nov,Indian,1.78,30.11,50
2021,Oct,Atlantic,18.91,36.74,50
2022,Oct,Indian,3.85,32.61,100
2022,May,Pacific,25.36,30.7,200
2019,Nov,Pacific,9.1,33.97,10
2018,Jul,Atlantic,14.25,30.28,100
2021,Nov,Indian,5.61,32.12,200
2019,Apr,Pacific,21.75,35.85,0
2018,Aug,Pacific,15.07,35.55,100
2023,Dec,Pacific,21.18,36.8,100
2020,Sep,Pacific,9.59,30.2,0
2022,Sep,Indian,11.3,33.86,100
2023,Sep,Indian,26.9,30.73,50
2018,Feb,Indian,7.63,36.37,200
2023,Mar,Indian,27.09,30.26,0
2020,May,Indian,2.27,36.46,0
2018,Dec,Atlantic,4.77,32.11,0
2023,Jan,Indian,19.89,34.67,200
2022,Apr,Pacific,29.83,33.1,100
2022,Nov,Indian,28.01,34.25,200
2019,May,Atlantic,15.25,32.92,200
2023,Sep,Pacific,15.83,35.01,10
2021,Aug,Atlantic,17.2,31.23,0
2023,Jan,Pacific,23.77,32.21,0
2018,Dec,Pacific,16.52,31.64,100
2018,Mar,Indian,3.53,32.16,0
2023,Mar,Atlantic,25.15,31.19,100
2020,Nov,Atlantic,26.56,34.29,0
2022,Jun,Pacific,27.54,33.15,0
2018,Apr,Indian,12.62,32.79,10
2022,Apr,Pacific,6.64,36.03,200
2018,Jan,Atlantic,3.58,34.2,0
2019,Dec,Pacific,15.74,33.81,50
2021,Oct,Indian,8.32,34.72,10
2018,Dec,Atlantic,12.82,34.35,0
2022,Nov,Pacific,2.97,34.55,100
2019,Apr,Indian,5.98,34.41,0
2018,Jan,Atlantic,13.15,31.98,10
2020,May,Indian,5.36,34.95,10
2021,Mar,Pacific,6.76,33.57,50
2018,Oct,Atlantic,0.6,35.44,50
2019,May,Indian,2.19,32.34,100
2020,Mar,Atlantic,3.49,33.68,50
2023,May,Pacific,19.7,35.24,0
2019,Apr,Pacific,4.5,32.42,50
2019,Sep,Indian,26.42,34.96,200
2020,Jun,Atlantic,23.56,35.31,200
2019,Dec,Pacific,24.52,33.84,200
2020,Oct,Indian,10.56,31.47,100
2018,Feb,Indian,1.73,36.56,200
2020,Jan,Indian,2.29,33.29,0
2020,Jan,Atlantic,20.69,36.04,200
2021,Jan,Pacific,27.69,36.36,200
2020,Sep,Pacific,5.26,30.53,0
2020,May,Atlantic,25.93,32.98,50
2023,Apr,Pacific,19.59,32.89,100
2018,Oct,Indian,20.3,33.35,10
2021,May,Indian,20.93,31.35,200
2023,Sep,Atlantic,1.87,36.55,50
2022,Mar,Indian,18.11,31.05,0
2018,Mar,Pacific,14.5,30.83,100
2018,Dec,Pacific,25.1,31.78,50
2022,Feb,Atlantic,12.84,30.56,200
2020,Aug,Indian,15.29,32.81,200
2023,Jul,Pacific,17.41,31.6,100
2019,Feb,Pacific,17.6,33.35,10
2021,Apr,Pacific,12.0,33.99,50
2019,Jul,Indian,4.99,33.6,200
2022,Jan,Pacific,7.54,36.2,50
2018,Jan,Indian,12.37,36.25,50
2018,Aug,Pacific,18.59,34.16,200
2021,Jun,Indian,13.64,33.69,100
2018,Feb,Pacific,23.75,32.71,50
2018,Oct,Indian,17.25,34.84,100
2021,Oct,Atlantic,10.28,31.5,200
2023,Jan,Atlantic,14.91,31.88,100
